,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,5503000000.0,1797000000.0,4887000000.0,3644000000.0
Minority Interest,,,,
Net Income,4221000000.0,1385000000.0,3747000000.0,2790000000.0
Selling General Administrative,3319000000.0,3038000000.0,3356000000.0,3187000000.0
Gross Profit,9466000000.0,5852000000.0,9132000000.0,7739000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,5607000000.0,2172000000.0,5160000000.0,3883000000.0
Other Operating Expenses,540000000.0,642000000.0,616000000.0,669000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1282000000.0,412000000.0,1140000000.0,854000000.0
Total Revenue,9466000000.0,5852000000.0,9132000000.0,7739000000.0
Total Operating Expenses,3859000000.0,3680000000.0,3972000000.0,3856000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-104000000.0,-375000000.0,-273000000.0,-239000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,4221000000.0,1385000000.0,3747000000.0,2790000000.0
Net Income Applicable To Common Shares,4179000000.0,1343000000.0,3747000000.0,2790000000.0
