,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1490000000.0,621000000.0,1538000000.0,1535000000.0
Minority Interest,,,,
Net Income,1168000000.0,497000000.0,1202000000.0,1235000000.0
Selling General Administrative,1800000000.0,1655000000.0,1639000000.0,1619000000.0
Gross Profit,3351000000.0,2375000000.0,3275000000.0,3329000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1526000000.0,671000000.0,1576000000.0,1647000000.0
Other Operating Expenses,25000000.0,49000000.0,60000000.0,63000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,322000000.0,124000000.0,336000000.0,300000000.0
Total Revenue,3351000000.0,2375000000.0,3275000000.0,3329000000.0
Total Operating Expenses,1825000000.0,1704000000.0,1699000000.0,1682000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-36000000.0,-50000000.0,-38000000.0,-112000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1168000000.0,497000000.0,1202000000.0,1235000000.0
Net Income Applicable To Common Shares,1140000000.0,482000000.0,1195000000.0,1227000000.0
