,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1446000000.0,672000000.0,1053000000.0,1143000000.0
Minority Interest,,,,
Net Income,1129000000.0,539000000.0,816000000.0,884000000.0
Selling General Administrative,1473000000.0,1415000000.0,1475000000.0,1403000000.0
Gross Profit,3187000000.0,2376000000.0,2795000000.0,2822000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1471000000.0,726000000.0,1075000000.0,1197000000.0
Other Operating Expenses,243000000.0,235000000.0,245000000.0,222000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,317000000.0,133000000.0,237000000.0,259000000.0
Total Revenue,3187000000.0,2376000000.0,2795000000.0,2822000000.0
Total Operating Expenses,1716000000.0,1650000000.0,1720000000.0,1625000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-25000000.0,-54000000.0,-22000000.0,-54000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1129000000.0,539000000.0,816000000.0,884000000.0
Net Income Applicable To Common Shares,1088000000.0,501000000.0,776000000.0,843000000.0
