,2021-07-02,2020-07-03,2019-06-28,2018-06-29
Research Development,903000000.0,973000000.0,991000000.0,1022000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1348000000.0,1032000000.0,1372000000.0,1418000000.0
Minority Interest,,,,
Net Income,1314000000.0,1004000000.0,2012000000.0,1182000000.0
Selling General Administrative,502000000.0,473000000.0,453000000.0,560000000.0
Gross Profit,2917000000.0,2842000000.0,2932000000.0,3365000000.0
Ebit,1500000000.0,1382000000.0,1465000000.0,1730000000.0
Operating Income,1500000000.0,1382000000.0,1465000000.0,1730000000.0
Other Operating Expenses,,,,
Interest Expense,-220000000.0,-201000000.0,-224000000.0,-236000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,34000000.0,28000000.0,-640000000.0,236000000.0
Total Revenue,10681000000.0,10509000000.0,10390000000.0,11184000000.0
Total Operating Expenses,9181000000.0,9127000000.0,8925000000.0,9454000000.0
Cost Of Revenue,7764000000.0,7667000000.0,7458000000.0,7819000000.0
Total Other Income Expense Net,-152000000.0,-350000000.0,-93000000.0,-312000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1314000000.0,1004000000.0,2012000000.0,1182000000.0
Net Income Applicable To Common Shares,1314000000.0,1004000000.0,2012000000.0,1182000000.0
