,2021-04-03,2020-03-28,2019-03-30,2018-03-31
Research Development,570395000.0,484414000.0,450482000.0,445103000.0
Effect Of Accounting Charges,,,,
Income Before Tax,807380000.0,395089000.0,91792000.0,17145000.0
Minority Interest,,,,
Net Income,733611000.0,334325000.0,133125000.0,-40288000.0
Selling General Administrative,367238000.0,343569000.0,476074000.0,527751000.0
Gross Profit,1883566000.0,1360389000.0,1216529000.0,1146966000.0
Ebit,939027000.0,526142000.0,261368000.0,144182000.0
Operating Income,939027000.0,526142000.0,261368000.0,144182000.0
Other Operating Expenses,6906000.0,6264000.0,28605000.0,29930000.0
Interest Expense,-75198000.0,-60392000.0,-43963000.0,-59548000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,73769000.0,60764000.0,-41333000.0,57433000.0
Total Revenue,4015307000.0,3239141000.0,3090325000.0,2973536000.0
Total Operating Expenses,3076280000.0,2712999000.0,2828957000.0,2829354000.0
Cost Of Revenue,2131741000.0,1878752000.0,1873796000.0,1826570000.0
Total Other Income Expense Net,-131647000.0,-131053000.0,-169576000.0,-127037000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,733611000.0,334325000.0,133125000.0,-40288000.0
Net Income Applicable To Common Shares,733611000.0,334325000.0,133125000.0,-40288000.0
