,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-1088000000.0,365000000.0,829000000.0,2057000000.0
Minority Interest,1829000000.0,2146000000.0,2293000000.0,2456000000.0
Net Income,-409000000.0,46000000.0,303000000.0,1203000000.0
Selling General Administrative,145000000.0,167000000.0,213000000.0,202000000.0
Gross Profit,2711000000.0,2693000000.0,2349000000.0,2574000000.0
Ebit,2566000000.0,2526000000.0,2136000000.0,2372000000.0
Operating Income,2566000000.0,2526000000.0,2136000000.0,2372000000.0
Other Operating Expenses,,,,
Interest Expense,-911000000.0,-1038000000.0,-1050000000.0,-1056000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-133000000.0,216000000.0,352000000.0,708000000.0
Total Revenue,11141000000.0,9660000000.0,10189000000.0,10736000000.0
Total Operating Expenses,8575000000.0,7134000000.0,8053000000.0,8364000000.0
Cost Of Revenue,8430000000.0,6967000000.0,7840000000.0,8162000000.0
Total Other Income Expense Net,-3654000000.0,-2161000000.0,-1307000000.0,-315000000.0
Discontinued Operations,4000000.0,3000000.0,1000000.0,218000000.0
Net Income From Continuing Ops,-955000000.0,149000000.0,477000000.0,1349000000.0
Net Income Applicable To Common Shares,-409000000.0,46000000.0,303000000.0,1203000000.0
