,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,7993000000.0,5473000000.0,4019000000.0,4060000000.0
Minority Interest,,105000000.0,174000000.0,56000000.0
Net Income,6440000000.0,4482000000.0,3224000000.0,3237000000.0
Selling General Administrative,12750000000.0,12179000000.0,6664000000.0,5930000000.0
Gross Profit,23109000000.0,20370000000.0,11953000000.0,10992000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,9552000000.0,7378000000.0,4624000000.0,4471000000.0
Other Operating Expenses,807000000.0,813000000.0,665000000.0,591000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1556000000.0,981000000.0,782000000.0,803000000.0
Total Revenue,23109000000.0,20370000000.0,11953000000.0,10992000000.0
Total Operating Expenses,13557000000.0,12992000000.0,7329000000.0,6521000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-1559000000.0,-1905000000.0,-605000000.0,-411000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,6437000000.0,4492000000.0,3237000000.0,3257000000.0
Net Income Applicable To Common Shares,6033000000.0,4184000000.0,3028000000.0,3063000000.0
