,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,254000000.0,226000000.0,234000000.0,235000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1082000000.0,530000000.0,902000000.0,1310000000.0
Minority Interest,84000000.0,85000000.0,74000000.0,75000000.0
Net Income,857000000.0,478000000.0,759000000.0,1080000000.0
Selling General Administrative,383000000.0,773000000.0,751000000.0,693000000.0
Gross Profit,2504000000.0,1983000000.0,2234000000.0,2479000000.0
Ebit,1867000000.0,984000000.0,1249000000.0,1551000000.0
Operating Income,1867000000.0,984000000.0,1249000000.0,1551000000.0
Other Operating Expenses,,,,
Interest Expense,-201000000.0,-214000000.0,-221000000.0,-238000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,215000000.0,41000000.0,140000000.0,226000000.0
Total Revenue,10476000000.0,8473000000.0,9273000000.0,10151000000.0
Total Operating Expenses,8609000000.0,7489000000.0,8024000000.0,8600000000.0
Cost Of Revenue,7972000000.0,6490000000.0,7039000000.0,7672000000.0
Total Other Income Expense Net,-785000000.0,-454000000.0,-347000000.0,-241000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,867000000.0,489000000.0,762000000.0,1084000000.0
Net Income Applicable To Common Shares,857000000.0,478000000.0,759000000.0,1080000000.0
