,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,428000000.0,-15202000000.0,753000000.0,541000000.0
Minority Interest,1916000000.0,5349000000.0,12570000000.0,17548000000.0
Net Income,-219000000.0,-9940000000.0,128000000.0,195000000.0
Selling General Administrative,2447000000.0,2405000000.0,2827000000.0,2654000000.0
Gross Profit,4049000000.0,3445000000.0,4432000000.0,3986000000.0
Ebit,1602000000.0,1032000000.0,1605000000.0,1321000000.0
Operating Income,1602000000.0,1032000000.0,1605000000.0,1321000000.0
Other Operating Expenses,,8000000.0,8000000.0,11000000.0
Interest Expense,-271000000.0,-264000000.0,-237000000.0,-223000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,758000000.0,559000000.0,482000000.0,258000000.0
Total Revenue,20502000000.0,20705000000.0,23838000000.0,22877000000.0
Total Operating Expenses,18900000000.0,19673000000.0,22233000000.0,21556000000.0
Cost Of Revenue,16453000000.0,17260000000.0,19406000000.0,18891000000.0
Total Other Income Expense Net,-1174000000.0,-16234000000.0,-852000000.0,-780000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-330000000.0,-15761000000.0,271000000.0,283000000.0
Net Income Applicable To Common Shares,-219000000.0,-9940000000.0,128000000.0,195000000.0
