,2021-05-31,2020-05-31,2019-05-31,2018-05-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,6661000000.0,2887000000.0,4801000000.0,4325000000.0
Minority Interest,,,,
Net Income,5727000000.0,2539000000.0,4029000000.0,1933000000.0
Selling General Administrative,12770000000.0,13126000000.0,12702000000.0,11511000000.0
Gross Profit,20001000000.0,16241000000.0,17474000000.0,15956000000.0
Ebit,7231000000.0,3115000000.0,4772000000.0,4445000000.0
Operating Income,7231000000.0,3115000000.0,4772000000.0,4445000000.0
Other Operating Expenses,,,,
Interest Expense,-296000000.0,-151000000.0,-131000000.0,-124000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,934000000.0,348000000.0,772000000.0,2392000000.0
Total Revenue,44538000000.0,37403000000.0,39117000000.0,36397000000.0
Total Operating Expenses,37307000000.0,34288000000.0,34345000000.0,31952000000.0
Cost Of Revenue,24537000000.0,21162000000.0,21643000000.0,20441000000.0
Total Other Income Expense Net,-570000000.0,-228000000.0,29000000.0,-120000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,5727000000.0,2539000000.0,4029000000.0,1933000000.0
Net Income Applicable To Common Shares,5727000000.0,2539000000.0,4029000000.0,1933000000.0
