,2021-10-31,2020-10-31,2019-10-31,2018-10-31
Research Development,1907000000.0,1478000000.0,1499000000.0,1404000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,7511000000.0,3231000000.0,2523000000.0,3013000000.0
Minority Interest,,,,
Net Income,6503000000.0,2844000000.0,3152000000.0,5327000000.0
Selling General Administrative,5545000000.0,4881000000.0,5290000000.0,4866000000.0
Gross Profit,13417000000.0,10437000000.0,11170000000.0,10669000000.0
Ebit,5811000000.0,3965000000.0,4265000000.0,4319000000.0
Operating Income,5811000000.0,3965000000.0,4265000000.0,4319000000.0
Other Operating Expenses,,,,
Interest Expense,-254000000.0,-239000000.0,-242000000.0,-312000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1008000000.0,387000000.0,-629000000.0,-2314000000.0
Total Revenue,63487000000.0,56639000000.0,58756000000.0,58472000000.0
Total Operating Expenses,57676000000.0,52674000000.0,54491000000.0,54153000000.0
Cost Of Revenue,50070000000.0,46202000000.0,47586000000.0,47803000000.0
Total Other Income Expense Net,1700000000.0,-734000000.0,-1742000000.0,-1306000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,6503000000.0,2844000000.0,3152000000.0,5327000000.0
Net Income Applicable To Common Shares,6503000000.0,2844000000.0,3152000000.0,5327000000.0
