,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,118426000.0,90244000.0,73080000.0,46247000.0
Effect Of Accounting Charges,,,,
Income Before Tax,255962000.0,185936000.0,226087000.0,174711000.0
Minority Interest,,,,
Net Income,195960000.0,143453000.0,180576000.0,137065000.0
Selling General Administrative,485834000.0,413916000.0,306820000.0,240486000.0
Gross Profit,925049000.0,743656000.0,648335000.0,490105000.0
Ebit,253567000.0,186123000.0,226224000.0,173715000.0
Operating Income,253567000.0,186123000.0,226224000.0,173715000.0
Other Operating Expenses,,,,
Interest Expense,1403000.0,-1399000.0,-940000.0,-766000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,60002000.0,42483000.0,45511000.0,37646000.0
Total Revenue,1055524000.0,841434000.0,737671000.0,566336000.0
Total Operating Expenses,801957000.0,655311000.0,511447000.0,392621000.0
Cost Of Revenue,130475000.0,97778000.0,89336000.0,76231000.0
Total Other Income Expense Net,2395000.0,-187000.0,-137000.0,996000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,195960000.0,143453000.0,180576000.0,137065000.0
Net Income Applicable To Common Shares,195960000.0,143453000.0,180495000.0,136906000.0
