,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2725906000.0,1272687000.0,2453242000.0,2859241000.0
Minority Interest,1039273000.0,618766000.0,603913000.0,730438000.0
Net Income,2249631000.0,1112564000.0,2101584000.0,2440058000.0
Selling General Administrative,329302000.0,292853000.0,375313000.0,334461000.0
Gross Profit,4143625000.0,3715149000.0,4649345000.0,4637324000.0
Ebit,2411090000.0,1966609000.0,2828587000.0,2926299000.0
Operating Income,2411090000.0,1966609000.0,2828587000.0,2926299000.0
Other Operating Expenses,140518000.0,137679000.0,104942000.0,94110000.0
Interest Expense,-795712000.0,-784400000.0,-789353000.0,-815923000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,157199000.0,-4637000.0,30054000.0,36898000.0
Total Revenue,5114689000.0,4602303000.0,5670989000.0,5645288000.0
Total Operating Expenses,2703599000.0,2635694000.0,2842402000.0,2718989000.0
Cost Of Revenue,971064000.0,887154000.0,1021644000.0,1007964000.0
Total Other Income Expense Net,314816000.0,-693922000.0,-375345000.0,-67058000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2568707000.0,1277324000.0,2423188000.0,2822343000.0
Net Income Applicable To Common Shares,2246294000.0,1109227000.0,2098247000.0,2436721000.0
