,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1591000000.0,972000000.0,1659000000.0,1628000000.0
Minority Interest,21000000.0,21000000.0,21000000.0,21000000.0
Net Income,1295000000.0,817000000.0,1411000000.0,1393000000.0
Selling General Administrative,3953000000.0,2508000000.0,2417000000.0,2314000000.0
Gross Profit,5958000000.0,3763000000.0,4376000000.0,4279000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1690000000.0,1045000000.0,1742000000.0,1744000000.0
Other Operating Expenses,315000000.0,210000000.0,217000000.0,221000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,294000000.0,155000000.0,248000000.0,235000000.0
Total Revenue,5958000000.0,3763000000.0,4376000000.0,4279000000.0
Total Operating Expenses,4268000000.0,2718000000.0,2634000000.0,2535000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-99000000.0,-73000000.0,-83000000.0,-116000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1297000000.0,817000000.0,1411000000.0,1393000000.0
Net Income Applicable To Common Shares,1153000000.0,717000000.0,1337000000.0,1323000000.0
