,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,28816000000.0,2505000000.0,25967000000.0,28538000000.0
Minority Interest,2504000000.0,1032000000.0,838000000.0,900000000.0
Net Income,21548000000.0,3377000000.0,19715000000.0,22393000000.0
Selling General Administrative,48059000000.0,48479000000.0,49170000000.0,46321000000.0
Gross Profit,82948000000.0,60243000000.0,84227000000.0,84696000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,29119000000.0,4041000000.0,25967000000.0,28538000000.0
Other Operating Expenses,5770000000.0,7723000000.0,9090000000.0,9837000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,5578000000.0,-1157000000.0,5761000000.0,5662000000.0
Total Revenue,82948000000.0,60243000000.0,84227000000.0,84696000000.0
Total Operating Expenses,53829000000.0,56202000000.0,58260000000.0,56158000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-303000000.0,-1536000000.0,0.0,0.0
Discontinued Operations,,,,
Net Income From Continuing Ops,23238000000.0,3662000000.0,20206000000.0,22876000000.0
Net Income Applicable To Common Shares,20256000000.0,1786000000.0,18105000000.0,20689000000.0
