,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1740000000.0,-4964000000.0,4178000000.0,7445000000.0
Minority Interest,2471000000.0,2539000000.0,2259000000.0,2500000000.0
Net Income,1317000000.0,-3975000000.0,3076000000.0,5595000000.0
Selling General Administrative,6891000000.0,6107000000.0,6755000000.0,6557000000.0
Gross Profit,9374000000.0,6422000000.0,11764000000.0,13562000000.0
Ebit,633000000.0,-1556000000.0,3269000000.0,5186000000.0
Operating Income,633000000.0,-1556000000.0,3269000000.0,5186000000.0
Other Operating Expenses,400000000.0,476000000.0,399000000.0,463000000.0
Interest Expense,-581000000.0,-499000000.0,-458000000.0,-504000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,146000000.0,-1250000000.0,801000000.0,1572000000.0
Total Revenue,111476000000.0,64129000000.0,107293000000.0,111492000000.0
Total Operating Expenses,110843000000.0,65685000000.0,104024000000.0,106306000000.0
Cost Of Revenue,102102000000.0,57707000000.0,95529000000.0,97930000000.0
Total Other Income Expense Net,1107000000.0,-3408000000.0,909000000.0,2259000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1594000000.0,-3714000000.0,3377000000.0,5873000000.0
Net Income Applicable To Common Shares,1306000000.0,-3983000000.0,3070000000.0,5589000000.0
