,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,424200000.0,341400000.0,277100000.0,244500000.0
Effect Of Accounting Charges,,,,
Income Before Tax,620800000.0,541700000.0,386000000.0,254300000.0
Minority Interest,16700000.0,16700000.0,16700000.0,16700000.0
Net Income,606800000.0,488500000.0,331700000.0,334900000.0
Selling General Administrative,1489200000.0,1191400000.0,1029000000.0,875300000.0
Gross Profit,2559200000.0,2024400000.0,1657100000.0,1354200000.0
Ebit,645800000.0,491600000.0,351000000.0,234400000.0
Operating Income,645800000.0,491600000.0,351000000.0,234400000.0
Other Operating Expenses,,,,
Interest Expense,-14900000.0,-14900000.0,-14900000.0,-14900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,14100000.0,53200000.0,54300000.0,-80600000.0
Total Revenue,3342200000.0,2594400000.0,2163000000.0,1804600000.0
Total Operating Expenses,2696400000.0,2102800000.0,1812000000.0,1570200000.0
Cost Of Revenue,783000000.0,570000000.0,505900000.0,450400000.0
Total Other Income Expense Net,-25000000.0,50100000.0,35000000.0,19900000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,606700000.0,488500000.0,331700000.0,334900000.0
Net Income Applicable To Common Shares,606800000.0,488500000.0,331700000.0,334900000.0
