,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,855500000.0,889300000.0,748300000.0,576100000.0
Minority Interest,2300000.0,2600000.0,2500000.0,3000000.0
Net Income,702500000.0,721000000.0,611900000.0,470000000.0
Selling General Administrative,329200000.0,303500000.0,308400000.0,283600000.0
Gross Profit,1349000000.0,1256500000.0,1183200000.0,970600000.0
Ebit,1031900000.0,939200000.0,879700000.0,687000000.0
Operating Income,1031900000.0,939200000.0,879700000.0,687000000.0
Other Operating Expenses,-12100000.0,13800000.0,-4900000.0,-4900000.0
Interest Expense,-142700000.0,-118100000.0,-129300000.0,-137100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,153200000.0,168200000.0,136300000.0,105700000.0
Total Revenue,5084700000.0,4432100000.0,4422300000.0,3980400000.0
Total Operating Expenses,4052800000.0,3492900000.0,3542600000.0,3293400000.0
Cost Of Revenue,3735700000.0,3175600000.0,3239100000.0,3009800000.0
Total Other Income Expense Net,-176400000.0,-49900000.0,-131400000.0,-110900000.0
Discontinued Operations,500000.0,500000.0,500000.0,500000.0
Net Income From Continuing Ops,702300000.0,721100000.0,612000000.0,470400000.0
Net Income Applicable To Common Shares,702300000.0,720400000.0,611000000.0,469200000.0
