,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,9127900000.0,6140700000.0,8018100000.0,7816100000.0
Minority Interest,,,,
Net Income,7545200000.0,4730500000.0,6025400000.0,5924300000.0
Selling General Administrative,2377800000.0,2245000000.0,1966900000.0,1985400000.0
Gross Profit,12580200000.0,9752100000.0,11179400000.0,10832600000.0
Ebit,9873100000.0,7213300000.0,8954700000.0,8625700000.0
Operating Income,9873100000.0,7213300000.0,8954700000.0,8625700000.0
Other Operating Expenses,-400000.0,-6800000.0,-4700000.0,6700000.0
Interest Expense,-1185800000.0,-1218100000.0,-1121900000.0,-981200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1582700000.0,1410200000.0,1992700000.0,1891800000.0
Total Revenue,23222900000.0,19207800000.0,21364400000.0,21257900000.0
Total Operating Expenses,13349800000.0,11994500000.0,12409700000.0,12632200000.0
Cost Of Revenue,10642700000.0,9455700000.0,10185000000.0,10425300000.0
Total Other Income Expense Net,-745200000.0,-1072600000.0,-936600000.0,-809600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,7545200000.0,4730500000.0,6025400000.0,5924300000.0
Net Income Applicable To Common Shares,7545200000.0,4730500000.0,6025400000.0,5924300000.0
