,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-90300000.0,-20000000.0,34300000.0,-26900000.0
Minority Interest,,,,
Net Income,-75400000.0,-4000000.0,78700000.0,-60600000.0
Selling General Administrative,414500000.0,306800000.0,301100000.0,257500000.0
Gross Profit,436000000.0,386000000.0,404600000.0,349200000.0
Ebit,-29400000.0,38700000.0,67100000.0,57400000.0
Operating Income,-29400000.0,38700000.0,67100000.0,57400000.0
Other Operating Expenses,,,,
Interest Expense,-35900000.0,-25100000.0,-32400000.0,-57500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-14900000.0,-16000000.0,-44400000.0,8400000.0
Total Revenue,1024200000.0,842500000.0,824100000.0,740700000.0
Total Operating Expenses,1053600000.0,803800000.0,757000000.0,683300000.0
Cost Of Revenue,588200000.0,456500000.0,419500000.0,391500000.0
Total Other Income Expense Net,-60900000.0,-58700000.0,-32800000.0,-84300000.0
Discontinued Operations,,,,-25800000.0
Net Income From Continuing Ops,-75400000.0,-4000000.0,78700000.0,-35300000.0
Net Income Applicable To Common Shares,-75400000.0,-4000000.0,78700000.0,-68300000.0
