,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1465000000.0,567000000.0,5958000000.0,4835000000.0
Minority Interest,,,,
Net Income,1165000000.0,59000000.0,4865000000.0,3998000000.0
Selling General Administrative,5714000000.0,3814000000.0,7004000000.0,6718000000.0
Gross Profit,8780000000.0,4653000000.0,12818000000.0,12485000000.0
Ebit,2645000000.0,381000000.0,5345000000.0,5341000000.0
Operating Income,2645000000.0,381000000.0,5345000000.0,5341000000.0
Other Operating Expenses,,,,
Interest Expense,-334000000.0,-356000000.0,-266000000.0,-269000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,300000000.0,508000000.0,1093000000.0,837000000.0
Total Revenue,10958000000.0,6796000000.0,15066000000.0,14527000000.0
Total Operating Expenses,8313000000.0,6415000000.0,9721000000.0,9186000000.0
Cost Of Revenue,2178000000.0,2143000000.0,2248000000.0,2042000000.0
Total Other Income Expense Net,-1180000000.0,186000000.0,613000000.0,-506000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1165000000.0,59000000.0,4865000000.0,3998000000.0
Net Income Applicable To Common Shares,1165000000.0,59000000.0,4865000000.0,3998000000.0
