,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,61386000.0,344651000.0,382987000.0,376038000.0
Minority Interest,371658000.0,333514000.0,373238000.0,243878000.0
Net Income,49008000.0,439149000.0,433016000.0,409467000.0
Selling General Administrative,129758000.0,130158000.0,158726000.0,145978000.0
Gross Profit,1738766000.0,1836296000.0,2048785000.0,2010286000.0
Ebit,631005000.0,750175000.0,844439000.0,944669000.0
Operating Income,631005000.0,750175000.0,844439000.0,944669000.0
Other Operating Expenses,,,,
Interest Expense,-440089000.0,-469541000.0,-451662000.0,-442497000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,4827000.0,-96534000.0,-56310000.0,-39953000.0
Total Revenue,3818181000.0,3800292000.0,3859312000.0,3701584000.0
Total Operating Expenses,3187176000.0,3050117000.0,3014873000.0,2756915000.0
Cost Of Revenue,2079415000.0,1963996000.0,1810527000.0,1691298000.0
Total Other Income Expense Net,-569619000.0,-405524000.0,-461452000.0,-568631000.0
Discontinued Operations,,,,-10000.0
Net Income From Continuing Ops,56559000.0,441185000.0,439297000.0,415991000.0
Net Income Applicable To Common Shares,49008000.0,439149000.0,433016000.0,409467000.0
