,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,9200858000.0,835538000.0,1782807000.0,3229391000.0
Minority Interest,587405000.0,443196000.0,433310000.0,409890000.0
Net Income,6827461000.0,721470000.0,1271143000.0,2360767000.0
Selling General Administrative,1728112000.0,617800000.0,732523000.0,860722000.0
Gross Profit,11046917000.0,2248909000.0,2700360000.0,4295408000.0
Ebit,9276805000.0,1604109000.0,1932837000.0,3324686000.0
Operating Income,9276805000.0,1604109000.0,1932837000.0,3324686000.0
Other Operating Expenses,,,,
Interest Expense,-163121000.0,-166613000.0,-157358000.0,-161256000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2078488000.0,-490000.0,411897000.0,748307000.0
Total Revenue,36483939000.0,20139658000.0,22588858000.0,25067279000.0
Total Operating Expenses,27207134000.0,18535549000.0,20656021000.0,21742593000.0
Cost Of Revenue,25437022000.0,17890749000.0,19888498000.0,20771871000.0
Total Other Income Expense Net,-75947000.0,-768571000.0,-150030000.0,-95295000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,7122370000.0,836028000.0,1370910000.0,2481084000.0
Net Income Applicable To Common Shares,6795150000.0,717114000.0,1264108000.0,2351423000.0
