,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,975100000.0,870900000.0,626100000.0,479400000.0
Minority Interest,51700000.0,46500000.0,60000000.0,70800000.0
Net Income,906800000.0,818800000.0,668800000.0,633500000.0
Selling General Administrative,1013000000.0,878300000.0,1068500000.0,903700000.0
Gross Profit,2942300000.0,2510500000.0,2201900000.0,1868900000.0
Ebit,1380600000.0,1121500000.0,659000000.0,556800000.0
Operating Income,1380600000.0,1121500000.0,659000000.0,556800000.0
Other Operating Expenses,,,,
Interest Expense,-226100000.0,-196400000.0,-179800000.0,-138400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,20100000.0,12800000.0,-89700000.0,-196500000.0
Total Revenue,7974400000.0,6781800000.0,6894200000.0,6711200000.0
Total Operating Expenses,6593800000.0,5660300000.0,6235200000.0,6154400000.0
Cost Of Revenue,5032100000.0,4271300000.0,4692300000.0,4842300000.0
Total Other Income Expense Net,-405500000.0,-250600000.0,-32900000.0,-77400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,955000000.0,858100000.0,715800000.0,675900000.0
Net Income Applicable To Common Shares,906800000.0,818800000.0,668800000.0,633500000.0
