,2022-01-30,2021-01-31,2020-02-02,2019-02-03
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,972700000.0,-1193000000.0,444000000.0,775600000.0
Minority Interest,,-3400000.0,-2000000.0,200000.0
Net Income,952300000.0,-1136100000.0,417300000.0,746400000.0
Selling General Administrative,4350200000.0,3850900000.0,4576400000.0,4397200000.0
Gross Profit,5324100000.0,3776800000.0,5388400000.0,5308300000.0
Ebit,973900000.0,-74100000.0,812000000.0,911100000.0
Operating Income,973900000.0,-74100000.0,812000000.0,911100000.0
Other Operating Expenses,,,,
Interest Expense,-108600000.0,-125500000.0,-120000000.0,-120800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,20700000.0,-55500000.0,28900000.0,31000000.0
Total Revenue,9154700000.0,7132600000.0,9909000000.0,9656800000.0
Total Operating Expenses,8180800000.0,7206700000.0,9097000000.0,8745700000.0
Cost Of Revenue,3830600000.0,3355800000.0,4520600000.0,4348500000.0
Total Other Income Expense Net,-1200000.0,-1118900000.0,-368000000.0,-135500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,952000000.0,-1137500000.0,415100000.0,744600000.0
Net Income Applicable To Common Shares,952300000.0,-1136100000.0,417300000.0,746400000.0
