,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,706600000.0,-31300000.0,506600000.0,-230600000.0
Minority Interest,325600000.0,85600000.0,85600000.0,85600000.0
Net Income,584900000.0,-17600000.0,383100000.0,-50600000.0
Selling General Administrative,-19900000.0,11000000.0,16500000.0,-18000000.0
Gross Profit,2066900000.0,2006800000.0,2319400000.0,1000300000.0
Ebit,1050100000.0,970700000.0,1288700000.0,143900000.0
Operating Income,1050100000.0,970700000.0,1288700000.0,143900000.0
Other Operating Expenses,288300000.0,299200000.0,296800000.0,274800000.0
Interest Expense,-348000000.0,-378000000.0,-386800000.0,-335500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,117800000.0,-17100000.0,123500000.0,-180000000.0
Total Revenue,4899600000.0,4681700000.0,5208900000.0,5114500000.0
Total Operating Expenses,3849500000.0,3711000000.0,3920200000.0,4970600000.0
Cost Of Revenue,2832700000.0,2674900000.0,2889500000.0,4114200000.0
Total Other Income Expense Net,-343500000.0,-1002000000.0,-782100000.0,-374500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,588800000.0,-14200000.0,383100000.0,-50600000.0
Net Income Applicable To Common Shares,529800000.0,-72700000.0,328000000.0,-65600000.0
