,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2349000000.0,1893000000.0,2105000000.0,2376000000.0
Minority Interest,2000000.0,2000000.0,2000000.0,1000000.0
Net Income,1816000000.0,1496000000.0,1670000000.0,1925000000.0
Selling General Administrative,1864000000.0,1578000000.0,1631000000.0,1453000000.0
Gross Profit,6820000000.0,5877000000.0,5975000000.0,5665000000.0
Ebit,2957000000.0,2628000000.0,2770000000.0,2735000000.0
Operating Income,2957000000.0,2628000000.0,2770000000.0,2735000000.0
Other Operating Expenses,,,,
Interest Expense,-365000000.0,-425000000.0,-411000000.0,-374000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,532000000.0,397000000.0,434000000.0,453000000.0
Total Revenue,17931000000.0,15218000000.0,15455000000.0,14914000000.0
Total Operating Expenses,14974000000.0,12590000000.0,12685000000.0,12179000000.0
Cost Of Revenue,11111000000.0,9341000000.0,9480000000.0,9249000000.0
Total Other Income Expense Net,-608000000.0,-735000000.0,-665000000.0,-359000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1817000000.0,1496000000.0,1671000000.0,1923000000.0
Net Income Applicable To Common Shares,1816000000.0,1496000000.0,1670000000.0,1925000000.0
