,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,4210000000.0,7173200000.0,5160300000.0,3163600000.0
Minority Interest,,,225600000.0,214500000.0
Net Income,3350900000.0,5704600000.0,3970300000.0,2615300000.0
Selling General Administrative,,,,
Gross Profit,4681400000.0,8673100000.0,5528900000.0,3464200000.0
Ebit,4428600000.0,7390200000.0,5350000000.0,3330100000.0
Operating Income,4428600000.0,7390200000.0,5350000000.0,3330100000.0
Other Operating Expenses,252800000.0,205500000.0,178900000.0,134100000.0
Interest Expense,-218600000.0,-217000000.0,-189700000.0,-166500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,859100000.0,1468600000.0,1180300000.0,542600000.0
Total Revenue,47676500000.0,42638100000.0,38997700000.0,31954700000.0
Total Operating Expenses,43247900000.0,35247900000.0,33647700000.0,28624600000.0
Cost Of Revenue,42995100000.0,33965000000.0,33468800000.0,28490500000.0
Total Other Income Expense Net,-218600000.0,-217000000.0,-189700000.0,-166500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3350900000.0,5704600000.0,3980000000.0,2621000000.0
Net Income Applicable To Common Shares,3324000000.0,5677700000.0,3943400000.0,2593900000.0
