,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,93481000.0,88363000.0,81342000.0,63264000.0
Effect Of Accounting Charges,,,,
Income Before Tax,158981000.0,175042000.0,159838000.0,155870000.0
Minority Interest,,,,
Net Income,161458000.0,194820000.0,146527000.0,147462000.0
Selling General Administrative,362279000.0,259561000.0,257746000.0,207605000.0
Gross Profit,709644000.0,542512000.0,516900000.0,439578000.0
Ebit,209035000.0,172926000.0,156367000.0,152492000.0
Operating Income,209035000.0,172926000.0,156367000.0,152492000.0
Other Operating Expenses,,,,
Interest Expense,-23298000.0,-1013000.0,-2027000.0,-770000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-2477000.0,-19778000.0,13311000.0,8408000.0
Total Revenue,1592287000.0,1116663000.0,1086427000.0,935282000.0
Total Operating Expenses,1383252000.0,943737000.0,930060000.0,782790000.0
Cost Of Revenue,882643000.0,574151000.0,569527000.0,495704000.0
Total Other Income Expense Net,-50054000.0,2116000.0,3471000.0,3378000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,161458000.0,194820000.0,146527000.0,147462000.0
Net Income Applicable To Common Shares,161458000.0,194820000.0,146527000.0,147462000.0
