,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3313000000.0,1883000000.0,1588000000.0,2060000000.0
Minority Interest,290000000.0,96000000.0,75000000.0,64000000.0
Net Income,2709000000.0,1772000000.0,1379000000.0,1810000000.0
Selling General Administrative,3006000000.0,2591000000.0,2519000000.0,2213000000.0
Gross Profit,5987000000.0,4453000000.0,4147000000.0,4181000000.0
Ebit,2938000000.0,1806000000.0,1587000000.0,1924000000.0
Operating Income,2938000000.0,1806000000.0,1587000000.0,1924000000.0
Other Operating Expenses,11000000.0,9000000.0,18000000.0,18000000.0
Interest Expense,-265000000.0,-339000000.0,-402000000.0,-364000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,578000000.0,101000000.0,209000000.0,245000000.0
Total Revenue,85249000000.0,64355000000.0,64656000000.0,64341000000.0
Total Operating Expenses,82311000000.0,62549000000.0,63069000000.0,62417000000.0
Cost Of Revenue,79262000000.0,59902000000.0,60509000000.0,60160000000.0
Total Other Income Expense Net,375000000.0,77000000.0,1000000.0,136000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2735000000.0,1782000000.0,1379000000.0,1815000000.0
Net Income Applicable To Common Shares,2709000000.0,1772000000.0,1379000000.0,1810000000.0
