,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,528400000.0,423600000.0,379700000.0,376900000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1271000000.0,1051400000.0,2057400000.0,1198400000.0
Minority Interest,,,,
Net Income,1152600000.0,949700000.0,1767900000.0,944400000.0
Selling General Administrative,1809300000.0,1560100000.0,1432100000.0,1506200000.0
Gross Profit,3917400000.0,3270800000.0,3140100000.0,3279500000.0
Ebit,1579700000.0,1287100000.0,1328300000.0,1396400000.0
Operating Income,1579700000.0,1287100000.0,1328300000.0,1396400000.0
Other Operating Expenses,,,,
Interest Expense,-234100000.0,-218500000.0,-186200000.0,-182100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,288400000.0,225900000.0,417400000.0,254000000.0
Total Revenue,5777800000.0,4854200000.0,4727700000.0,5191200000.0
Total Operating Expenses,4198100000.0,3567100000.0,3399400000.0,3794800000.0
Cost Of Revenue,1860400000.0,1583400000.0,1587600000.0,1911700000.0
Total Other Income Expense Net,-308700000.0,-235700000.0,729100000.0,-198000000.0
Discontinued Operations,170000000.0,124200000.0,127900000.0,127900000.0
Net Income From Continuing Ops,982600000.0,825500000.0,1640000000.0,944400000.0
Net Income Applicable To Common Shares,1152600000.0,949700000.0,1767900000.0,944400000.0
