,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1235000000.0,984000000.0,971000000.0,862000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,2281000000.0,1954000000.0,2562000000.0,2356000000.0
Minority Interest,,,,
Net Income,1994000000.0,1599000000.0,2083000000.0,3553000000.0
Selling General Administrative,5753000000.0,4759000000.0,4968000000.0,4808000000.0
Gross Profit,11262000000.0,9158000000.0,9801000000.0,8981000000.0
Ebit,3655000000.0,2943000000.0,3398000000.0,2894000000.0
Operating Income,3655000000.0,2943000000.0,3398000000.0,2894000000.0
Other Operating Expenses,,,,
Interest Expense,-337000000.0,-315000000.0,-287000000.0,-264000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,287000000.0,355000000.0,479000000.0,-1197000000.0
Total Revenue,17108000000.0,14351000000.0,14884000000.0,13601000000.0
Total Operating Expenses,13453000000.0,11408000000.0,11486000000.0,10707000000.0
Cost Of Revenue,5846000000.0,5193000000.0,5083000000.0,4620000000.0
Total Other Income Expense Net,-1374000000.0,-989000000.0,-836000000.0,-538000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1994000000.0,1599000000.0,2083000000.0,3553000000.0
Net Income Applicable To Common Shares,1994000000.0,1599000000.0,2083000000.0,3553000000.0
