,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3175000000.0,2413000000.0,3836000000.0,7352000000.0
Minority Interest,8467000000.0,8416000000.0,4842000000.0,3737000000.0
Net Income,3573000000.0,2919000000.0,3769000000.0,6638000000.0
Selling General Administrative,-257000000.0,-200000000.0,-185000000.0,-168000000.0
Gross Profit,8589000000.0,10707000000.0,11201000000.0,9665000000.0
Ebit,3121000000.0,5146000000.0,5366000000.0,4371000000.0
Operating Income,3121000000.0,5146000000.0,5366000000.0,4371000000.0
Other Operating Expenses,1801000000.0,1709000000.0,1804000000.0,1551000000.0
Interest Expense,-1270000000.0,-1950000000.0,-2249000000.0,-1498000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,348000000.0,44000000.0,448000000.0,1576000000.0
Total Revenue,17069000000.0,17997000000.0,19204000000.0,16727000000.0
Total Operating Expenses,13948000000.0,12851000000.0,13838000000.0,12356000000.0
Cost Of Revenue,8480000000.0,7290000000.0,8003000000.0,7062000000.0
Total Other Income Expense Net,54000000.0,-2733000000.0,-1530000000.0,2981000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2827000000.0,2369000000.0,3388000000.0,5776000000.0
Net Income Applicable To Common Shares,3573000000.0,2919000000.0,3769000000.0,6638000000.0
