,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,1778000000.0,1559000000.0,1433000000.0,1320000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1017000000.0,1508000000.0,1079000000.0,1449000000.0
Minority Interest,,,,
Net Income,837000000.0,3039000000.0,1019000000.0,1043000000.0
Selling General Administrative,1272000000.0,1137000000.0,1162000000.0,1110000000.0
Gross Profit,4135000000.0,4168000000.0,3628000000.0,3873000000.0
Ebit,1055000000.0,1450000000.0,1010000000.0,1434000000.0
Operating Income,1055000000.0,1450000000.0,1010000000.0,1434000000.0
Other Operating Expenses,,,,
Interest Expense,-45000000.0,-44000000.0,-45000000.0,-44000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,180000000.0,-1531000000.0,60000000.0,406000000.0
Total Revenue,5629000000.0,5537000000.0,4950000000.0,5150000000.0
Total Operating Expenses,4574000000.0,4087000000.0,3940000000.0,3716000000.0
Cost Of Revenue,1494000000.0,1369000000.0,1322000000.0,1277000000.0
Total Other Income Expense Net,-38000000.0,58000000.0,69000000.0,15000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,837000000.0,3039000000.0,1019000000.0,1043000000.0
Net Income Applicable To Common Shares,837000000.0,3039000000.0,1019000000.0,1043000000.0
