,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2830000000.0,2096000000.0,2485000000.0,2799000000.0
Minority Interest,,,,
Net Income,2137000000.0,1392000000.0,1842000000.0,2101000000.0
Selling General Administrative,3533000000.0,3123000000.0,2855000000.0,3007000000.0
Gross Profit,6914000000.0,6060000000.0,6149000000.0,6287000000.0
Ebit,2807000000.0,2385000000.0,2787000000.0,2820000000.0
Operating Income,2807000000.0,2385000000.0,2787000000.0,2820000000.0
Other Operating Expenses,,,,
Interest Expense,-9000000.0,-24000000.0,-26000000.0,-27000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,693000000.0,704000000.0,643000000.0,698000000.0
Total Revenue,18507000000.0,16652000000.0,16783000000.0,16125000000.0
Total Operating Expenses,15700000000.0,14267000000.0,13996000000.0,13305000000.0
Cost Of Revenue,11593000000.0,10592000000.0,10634000000.0,9838000000.0
Total Other Income Expense Net,23000000.0,-289000000.0,-302000000.0,-21000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2137000000.0,1392000000.0,1842000000.0,2101000000.0
Net Income Applicable To Common Shares,2137000000.0,1392000000.0,1842000000.0,2101000000.0
