,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1414200000.0,1161400000.0,1731500000.0,1587100000.0
Minority Interest,28900000.0,35000000.0,40500000.0,50400000.0
Net Income,1129900000.0,-1205100000.0,1558900000.0,1429100000.0
Selling General Administrative,3343400000.0,3248500000.0,3467300000.0,3427300000.0
Gross Profit,5211200000.0,4932600000.0,5554700000.0,5351600000.0
Ebit,1867800000.0,1684100000.0,2087400000.0,1924300000.0
Operating Income,1867800000.0,1684100000.0,2087400000.0,1924300000.0
Other Operating Expenses,,,,
Interest Expense,-197500000.0,-221000000.0,-214200000.0,-235200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,270200000.0,176600000.0,288600000.0,321200000.0
Total Revenue,12733100000.0,11790200000.0,12562000000.0,12222100000.0
Total Operating Expenses,10865300000.0,10106100000.0,10474600000.0,10297800000.0
Cost Of Revenue,7521900000.0,6857600000.0,7007300000.0,6870500000.0
Total Other Income Expense Net,-453600000.0,-522700000.0,-355900000.0,-337200000.0
Discontinued Operations,,-2172500000.0,133300000.0,178800000.0
Net Income From Continuing Ops,1144000000.0,984800000.0,1442900000.0,1265900000.0
Net Income Applicable To Common Shares,1129900000.0,-1205100000.0,1558900000.0,1429100000.0
