,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,354800000.0,320700000.0,320300000.0,278100000.0
Effect Of Accounting Charges,,,,
Income Before Tax,677500000.0,1507700000.0,336700000.0,565800000.0
Minority Interest,4800000.0,8500000.0,13200000.0,17400000.0
Net Income,608400000.0,1613300000.0,738900000.0,2913800000.0
Selling General Administrative,1766900000.0,1662200000.0,1582100000.0,1220900000.0
Gross Profit,3009900000.0,2616700000.0,2497000000.0,2187800000.0
Ebit,888200000.0,633800000.0,594600000.0,688800000.0
Operating Income,888200000.0,633800000.0,594600000.0,688800000.0
Other Operating Expenses,,,,
Interest Expense,-103200000.0,-148500000.0,-142600000.0,-77200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,63300000.0,55500000.0,68600000.0,75600000.0
Total Revenue,5254700000.0,4634400000.0,4563900000.0,3800400000.0
Total Operating Expenses,4366500000.0,4000600000.0,3969300000.0,3111600000.0
Cost Of Revenue,2244800000.0,2017700000.0,2066900000.0,1612600000.0
Total Other Income Expense Net,-210700000.0,873900000.0,-257900000.0,-123000000.0
Discontinued Operations,-5800000.0,161100000.0,470800000.0,2423600000.0
Net Income From Continuing Ops,614200000.0,1452200000.0,268100000.0,490200000.0
Net Income Applicable To Common Shares,573900000.0,1544300000.0,669900000.0,2878900000.0
