,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1224600000.0,362200000.0,878700000.0,836900000.0
Minority Interest,78800000.0,142000000.0,214400000.0,207500000.0
Net Income,952800000.0,351100000.0,656000000.0,618900000.0
Selling General Administrative,415300000.0,372100000.0,419900000.0,131500000.0
Gross Profit,2150700000.0,1668200000.0,1816500000.0,1378400000.0
Ebit,1451600000.0,1005500000.0,1118100000.0,1044000000.0
Operating Income,1451600000.0,1005500000.0,1118100000.0,1044000000.0
Other Operating Expenses,,,,
Interest Expense,-173100000.0,-192200000.0,-199300000.0,-123000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,251800000.0,8000000.0,204800000.0,199200000.0
Total Revenue,9107900000.0,8064500000.0,8625100000.0,8031600000.0
Total Operating Expenses,7656300000.0,7059000000.0,7507000000.0,6987600000.0
Cost Of Revenue,6957200000.0,6396300000.0,6808600000.0,6653200000.0
Total Other Income Expense Net,-227000000.0,-643300000.0,-239400000.0,-207100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,972800000.0,354200000.0,673900000.0,637700000.0
Net Income Applicable To Common Shares,952800000.0,351100000.0,656000000.0,618900000.0
