,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2199000000.0,2327000000.0,3802000000.0,2197000000.0
Minority Interest,402000000.0,2283000000.0,2349000000.0,2306000000.0
Net Income,1706000000.0,1963000000.0,2936000000.0,2005000000.0
Selling General Administrative,-91000000.0,-53000000.0,-13000000.0,47000000.0
Gross Profit,10183000000.0,9952000000.0,10273000000.0,10003000000.0
Ebit,4425000000.0,4232000000.0,4531000000.0,4416000000.0
Operating Income,4425000000.0,4232000000.0,4531000000.0,4416000000.0
Other Operating Expenses,1766000000.0,1714000000.0,1732000000.0,1783000000.0
Interest Expense,-1571000000.0,-1635000000.0,-1616000000.0,-1554000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,370000000.0,373000000.0,774000000.0,118000000.0
Total Revenue,36347000000.0,33039000000.0,34438000000.0,35978000000.0
Total Operating Expenses,31922000000.0,28807000000.0,29907000000.0,31562000000.0
Cost Of Revenue,26164000000.0,23087000000.0,24165000000.0,25975000000.0
Total Other Income Expense Net,-2226000000.0,-1905000000.0,-729000000.0,-2219000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1829000000.0,1954000000.0,3028000000.0,2079000000.0
Net Income Applicable To Common Shares,1706000000.0,1963000000.0,2936000000.0,2005000000.0
