,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1575100000.0,1142700000.0,1295800000.0,1320900000.0
Minority Interest,800000.0,4900000.0,2700000.0,2400000.0
Net Income,1290400000.0,967200000.0,1073300000.0,1036900000.0
Selling General Administrative,1264500000.0,1139000000.0,1091900000.0,1059500000.0
Gross Profit,4648000000.0,4128300000.0,4001000000.0,3890900000.0
Ebit,2115300000.0,1830500000.0,1786700000.0,1717300000.0
Operating Income,2115300000.0,1830500000.0,1786700000.0,1717300000.0
Other Operating Expenses,82700000.0,82900000.0,81900000.0,80700000.0
Interest Expense,-314600000.0,-355600000.0,-392000000.0,-389200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,282800000.0,173100000.0,222000000.0,283300000.0
Total Revenue,11295000000.0,10153600000.0,10299400000.0,10040900000.0
Total Operating Expenses,9179700000.0,8323100000.0,8512700000.0,8323600000.0
Cost Of Revenue,6647000000.0,6025300000.0,6298400000.0,6150000000.0
Total Other Income Expense Net,-540200000.0,-687800000.0,-490900000.0,-396400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1292300000.0,969600000.0,1073800000.0,1037600000.0
Net Income Applicable To Common Shares,1290400000.0,967200000.0,1073300000.0,1036900000.0
