,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2182000000.0,-1464000000.0,1119000000.0,834000000.0
Minority Interest,1329000000.0,1321000000.0,2811000000.0,2868000000.0
Net Income,1578000000.0,-931000000.0,932000000.0,636000000.0
Selling General Administrative,2931000000.0,3989000000.0,4851000000.0,4806000000.0
Gross Profit,5537000000.0,3810000000.0,6660000000.0,6236000000.0
Ebit,2606000000.0,-179000000.0,1809000000.0,1430000000.0
Operating Income,2606000000.0,-179000000.0,1809000000.0,1430000000.0
Other Operating Expenses,,,,
Interest Expense,-424000000.0,-515000000.0,-591000000.0,-574000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,479000000.0,-173000000.0,248000000.0,128000000.0
Total Revenue,14657000000.0,12549000000.0,14931000000.0,14066000000.0
Total Operating Expenses,12051000000.0,12728000000.0,13122000000.0,12636000000.0
Cost Of Revenue,9120000000.0,8739000000.0,8271000000.0,7830000000.0
Total Other Income Expense Net,-424000000.0,-1285000000.0,-690000000.0,-596000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1703000000.0,-1291000000.0,871000000.0,706000000.0
Net Income Applicable To Common Shares,1578000000.0,-931000000.0,932000000.0,636000000.0
