,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,10203000000.0,10152000000.0,8594000000.0,9254000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,13879000000.0,5863000000.0,7171000000.0,8701000000.0
Minority Interest,73000000.0,87000000.0,94000000.0,181000000.0
Net Income,13049000000.0,7067000000.0,9843000000.0,6220000000.0
Selling General Administrative,9403000000.0,8569000000.0,8829000000.0,9587000000.0
Gross Profit,35463000000.0,29963000000.0,28061000000.0,28943000000.0
Ebit,15857000000.0,11242000000.0,10638000000.0,10102000000.0
Operating Income,15857000000.0,11242000000.0,10638000000.0,10102000000.0
Other Operating Expenses,,,,
Interest Expense,-806000000.0,-831000000.0,-893000000.0,-772000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1521000000.0,1340000000.0,1565000000.0,2508000000.0
Total Revenue,48704000000.0,41518000000.0,39121000000.0,42294000000.0
Total Operating Expenses,32847000000.0,30276000000.0,28483000000.0,32192000000.0
Cost Of Revenue,13241000000.0,11555000000.0,11060000000.0,13351000000.0
Total Other Income Expense Net,-1978000000.0,-5379000000.0,-3467000000.0,-1401000000.0
Discontinued Operations,704000000.0,2548000000.0,4153000000.0,4153000000.0
Net Income From Continuing Ops,12358000000.0,4523000000.0,5606000000.0,6193000000.0
Net Income Applicable To Common Shares,13049000000.0,7067000000.0,9843000000.0,6220000000.0
