,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,176000000.0,162000000.0,210000000.0,87500000.0
Effect Of Accounting Charges,,,,
Income Before Tax,737000000.0,557000000.0,447000000.0,367600000.0
Minority Interest,38000000.0,30000000.0,37100000.0,3900000.0
Net Income,558000000.0,414000000.0,327000000.0,294900000.0
Selling General Administrative,996000000.0,867000000.0,1094000000.0,624200000.0
Gross Profit,2430000000.0,2182000000.0,2278000000.0,1233900000.0
Ebit,971000000.0,871000000.0,736000000.0,482400000.0
Operating Income,971000000.0,871000000.0,736000000.0,482400000.0
Other Operating Expenses,,,,
Interest Expense,-177000000.0,-199000000.0,-219000000.0,-112200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,172000000.0,145000000.0,120000000.0,75900000.0
Total Revenue,7822000000.0,7556000000.0,8200000000.0,4363500000.0
Total Operating Expenses,6851000000.0,6685000000.0,7464000000.0,3881100000.0
Cost Of Revenue,5392000000.0,5374000000.0,5922000000.0,3129600000.0
Total Other Income Expense Net,-234000000.0,-314000000.0,-289000000.0,-114800000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,565000000.0,412000000.0,327000000.0,291700000.0
Net Income Applicable To Common Shares,556000000.0,413000000.0,325000000.0,294200000.0
