,2021-09-30,2020-09-30,2019-09-30,2018-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,16063000000.0,13790000000.0,14884000000.0,12806000000.0
Minority Interest,,,,
Net Income,12311000000.0,10866000000.0,12080000000.0,10301000000.0
Selling General Administrative,6568000000.0,6227000000.0,6162000000.0,5706000000.0
Gross Profit,23375000000.0,21119000000.0,22256000000.0,19923000000.0
Ebit,15851000000.0,14125000000.0,15438000000.0,13604000000.0
Operating Income,15851000000.0,14125000000.0,15438000000.0,13604000000.0
Other Operating Expenses,152000000.0,152000000.0,152000000.0,152000000.0
Interest Expense,-513000000.0,-516000000.0,-533000000.0,-612000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,3752000000.0,2924000000.0,2804000000.0,2505000000.0
Total Revenue,24105000000.0,21846000000.0,22977000000.0,20609000000.0
Total Operating Expenses,8254000000.0,7721000000.0,7539000000.0,7005000000.0
Cost Of Revenue,730000000.0,727000000.0,721000000.0,686000000.0
Total Other Income Expense Net,212000000.0,-335000000.0,-554000000.0,-798000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,12311000000.0,10866000000.0,12080000000.0,10301000000.0
Net Income Applicable To Common Shares,12008000000.0,10475000000.0,11650000000.0,9942000000.0
