,2022-01-28,2021-01-29,2020-01-31,2019-02-01
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3063149000.0,3404380000.0,2201730000.0,2015416000.0
Minority Interest,,,,
Net Income,2399232000.0,2655050000.0,1712555000.0,1589472000.0
Selling General Administrative,7589731000.0,7161397000.0,6152157000.0,5683464000.0
Gross Profit,10813006000.0,10718862000.0,8489061000.0,7803870000.0
Ebit,3223275000.0,3557465000.0,2336904000.0,2120406000.0
Operating Income,3223275000.0,3557465000.0,2336904000.0,2120406000.0
Other Operating Expenses,,,,
Interest Expense,-157526000.0,-150385000.0,-100574000.0,-99871000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,663917000.0,749330000.0,489175000.0,425944000.0
Total Revenue,34220449000.0,33746839000.0,27753973000.0,25625043000.0
Total Operating Expenses,30997174000.0,30189374000.0,25417069000.0,23504637000.0
Cost Of Revenue,23407443000.0,23027977000.0,19264912000.0,17821173000.0
Total Other Income Expense Net,-160126000.0,-153085000.0,-135174000.0,-104990000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2399232000.0,2655050000.0,1712555000.0,1589472000.0
Net Income Applicable To Common Shares,2399232000.0,2655050000.0,1712555000.0,1589472000.0
