,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3670000000.0,1499000000.0,2472000000.0,251000000.0
Minority Interest,,,,
Net Income,2946000000.0,1216000000.0,1997000000.0,287000000.0
Selling General Administrative,,,,
Gross Profit,3827000000.0,1658000000.0,2634000000.0,395000000.0
Ebit,3723000000.0,1553000000.0,2525000000.0,304000000.0
Operating Income,3723000000.0,1553000000.0,2525000000.0,304000000.0
Other Operating Expenses,104000000.0,105000000.0,109000000.0,91000000.0
Interest Expense,-53000000.0,-54000000.0,-53000000.0,-53000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,724000000.0,283000000.0,475000000.0,-36000000.0
Total Revenue,9630000000.0,7536000000.0,7924000000.0,5407000000.0
Total Operating Expenses,5907000000.0,5983000000.0,5399000000.0,5103000000.0
Cost Of Revenue,5803000000.0,5878000000.0,5290000000.0,5012000000.0
Total Other Income Expense Net,-53000000.0,-54000000.0,-53000000.0,-53000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2946000000.0,1216000000.0,1997000000.0,287000000.0
Net Income Applicable To Common Shares,2946000000.0,1216000000.0,1997000000.0,287000000.0
