,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,154000000.0,122000000.0,150000000.0,153000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,1274000000.0,3332000000.0,3788000000.0,705000000.0
Minority Interest,-161000000.0,871000000.0,997000000.0,1010000000.0
Net Income,1166000000.0,2829000000.0,2805000000.0,341000000.0
Selling General Administrative,259000000.0,269000000.0,313000000.0,244000000.0
Gross Profit,4986000000.0,6159000000.0,4377000000.0,3276000000.0
Ebit,2063000000.0,3391000000.0,1734000000.0,1205000000.0
Operating Income,2063000000.0,3391000000.0,1734000000.0,1205000000.0
Other Operating Expenses,,,,
Interest Expense,-274000000.0,-308000000.0,-301000000.0,-207000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1098000000.0,704000000.0,832000000.0,386000000.0
Total Revenue,12222000000.0,11497000000.0,9740000000.0,7253000000.0
Total Operating Expenses,10159000000.0,8106000000.0,8006000000.0,6048000000.0
Cost Of Revenue,7236000000.0,5338000000.0,5363000000.0,3977000000.0
Total Other Income Expense Net,-789000000.0,-59000000.0,2054000000.0,-500000000.0
Discontinued Operations,57000000.0,163000000.0,-72000000.0,61000000.0
Net Income From Continuing Ops,176000000.0,2628000000.0,2956000000.0,319000000.0
Net Income Applicable To Common Shares,1166000000.0,2829000000.0,2805000000.0,341000000.0
