,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1561000000.0,2503000000.0,2313000000.0,888000000.0
Minority Interest,1438000000.0,1561000000.0,1876000000.0,2110000000.0
Net Income,1317000000.0,3932000000.0,2197000000.0,1049000000.0
Selling General Administrative,67000000.0,102000000.0,132000000.0,157000000.0
Gross Profit,4705000000.0,4499000000.0,4196000000.0,3679000000.0
Ebit,2783000000.0,2731000000.0,2495000000.0,2031000000.0
Operating Income,2783000000.0,2731000000.0,2495000000.0,2031000000.0
Other Operating Expenses,,,,
Interest Expense,-1199000000.0,-1082000000.0,-1078000000.0,-887000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,99000000.0,249000000.0,315000000.0,-49000000.0
Total Revenue,12857000000.0,11370000000.0,10829000000.0,10102000000.0
Total Operating Expenses,10074000000.0,8639000000.0,8334000000.0,8071000000.0
Cost Of Revenue,8152000000.0,6871000000.0,6633000000.0,6423000000.0
Total Other Income Expense Net,-1222000000.0,-228000000.0,-182000000.0,-1143000000.0
Discontinued Operations,,1850000000.0,363000000.0,188000000.0
Net Income From Continuing Ops,1462000000.0,2254000000.0,1998000000.0,937000000.0
Net Income Applicable To Common Shares,1254000000.0,3764000000.0,2055000000.0,924000000.0
