,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,560000000.0,-924000000.0,1244000000.0,1078000000.0
Minority Interest,2000000.0,4000000.0,10000000.0,7000000.0
Net Income,410000000.0,-715000000.0,881000000.0,764000000.0
Selling General Administrative,390000000.0,304000000.0,437000000.0,454000000.0
Gross Profit,1765000000.0,980000000.0,2512000000.0,2336000000.0
Ebit,1032000000.0,65000000.0,1580000000.0,1421000000.0
Operating Income,1032000000.0,65000000.0,1580000000.0,1421000000.0
Other Operating Expenses,155000000.0,280000000.0,149000000.0,136000000.0
Interest Expense,-397000000.0,-429000000.0,-414000000.0,-371000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,153000000.0,-204000000.0,358000000.0,309000000.0
Total Revenue,2444000000.0,1600000000.0,3766000000.0,3668000000.0
Total Operating Expenses,1412000000.0,1535000000.0,2186000000.0,2247000000.0
Cost Of Revenue,679000000.0,620000000.0,1254000000.0,1332000000.0
Total Other Income Expense Net,-472000000.0,-989000000.0,-336000000.0,-343000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,407000000.0,-720000000.0,886000000.0,769000000.0
Net Income Applicable To Common Shares,410000000.0,-715000000.0,881000000.0,764000000.0
