,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,1090000000.0,906000000.0,1001000000.0,902000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,2751000000.0,2338000000.0,2834000000.0,2753000000.0
Minority Interest,927000000.0,927000000.0,958000000.0,911000000.0
Net Income,2131000000.0,1789000000.0,2260000000.0,2141000000.0
Selling General Administrative,2278000000.0,2060000000.0,2454000000.0,2437000000.0
Gross Profit,5695000000.0,4894000000.0,5980000000.0,5737000000.0
Ebit,2310000000.0,1912000000.0,2489000000.0,2392000000.0
Operating Income,2310000000.0,1912000000.0,2489000000.0,2392000000.0
Other Operating Expenses,17000000.0,16000000.0,36000000.0,6000000.0
Interest Expense,-111000000.0,-100000000.0,-109000000.0,-114000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,587000000.0,527000000.0,566000000.0,566000000.0
Total Revenue,24021000000.0,19811000000.0,23571000000.0,23771000000.0
Total Operating Expenses,21711000000.0,17899000000.0,21082000000.0,21379000000.0
Cost Of Revenue,18326000000.0,14917000000.0,17591000000.0,18034000000.0
Total Other Income Expense Net,441000000.0,426000000.0,345000000.0,361000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2164000000.0,1811000000.0,2268000000.0,2187000000.0
Net Income Applicable To Common Shares,2131000000.0,1789000000.0,2260000000.0,2141000000.0
