,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,12099000000.0,-7293000000.0,5287000000.0,257000000.0
Minority Interest,2956000000.0,837000000.0,1752000000.0,948000000.0
Net Income,9388000000.0,-5944000000.0,3348000000.0,-6000000.0
Selling General Administrative,8357000000.0,7961000000.0,8319000000.0,8907000000.0
Gross Profit,19531000000.0,10698000000.0,15119000000.0,11038000000.0
Ebit,11174000000.0,2737000000.0,6800000000.0,2131000000.0
Operating Income,11174000000.0,2737000000.0,6800000000.0,2131000000.0
Other Operating Expenses,,,,
Interest Expense,-1305000000.0,-1457000000.0,-1417000000.0,-1309000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2176000000.0,-1460000000.0,1166000000.0,154000000.0
Total Revenue,52049000000.0,43337000000.0,49517000000.0,47590000000.0
Total Operating Expenses,40875000000.0,40600000000.0,42717000000.0,45459000000.0
Cost Of Revenue,32518000000.0,32639000000.0,34398000000.0,36552000000.0
Total Other Income Expense Net,925000000.0,-10030000000.0,-1513000000.0,-1874000000.0
Discontinued Operations,,4000000.0,48000000.0,-42000000.0
Net Income From Continuing Ops,9923000000.0,-5833000000.0,4121000000.0,103000000.0
Net Income Applicable To Common Shares,9359000000.0,-5973000000.0,3326000000.0,-6000000.0
