,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3419000000.0,4674000000.0,3470000000.0,2074000000.0
Minority Interest,23000000.0,23000000.0,23000000.0,23000000.0
Net Income,2933000000.0,3367000000.0,2707000000.0,1683000000.0
Selling General Administrative,10121000000.0,10052000000.0,7381000000.0,7525000000.0
Gross Profit,14994000000.0,15527000000.0,11031000000.0,11030000000.0
Ebit,4277000000.0,4986000000.0,3192000000.0,3112000000.0
Operating Income,4277000000.0,4986000000.0,3192000000.0,3112000000.0
Other Operating Expenses,,,,
Interest Expense,-326000000.0,-283000000.0,-242000000.0,-218000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,485000000.0,1307000000.0,763000000.0,391000000.0
Total Revenue,84193000000.0,77155000000.0,64888000000.0,56912000000.0
Total Operating Expenses,79916000000.0,72169000000.0,61696000000.0,53800000000.0
Cost Of Revenue,69199000000.0,61628000000.0,53857000000.0,45882000000.0
Total Other Income Expense Net,-858000000.0,-312000000.0,278000000.0,-1038000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2934000000.0,3367000000.0,2707000000.0,1683000000.0
Net Income Applicable To Common Shares,2933000000.0,3367000000.0,2707000000.0,1683000000.0
