,2021-10-02,2020-10-03,2019-09-28,2018-09-29
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,4041000000.0,2664000000.0,2374000000.0,2682000000.0
Minority Interest,131000000.0,132000000.0,144000000.0,8000000.0
Net Income,3047000000.0,2061000000.0,1980000000.0,2970000000.0
Selling General Administrative,2106000000.0,2167000000.0,2208000000.0,2045000000.0
Gross Profit,6861000000.0,5901000000.0,5063000000.0,5197000000.0
Ebit,4755000000.0,3734000000.0,2855000000.0,3152000000.0
Operating Income,4755000000.0,3734000000.0,2855000000.0,3152000000.0
Other Operating Expenses,,,,
Interest Expense,-428000000.0,-485000000.0,-462000000.0,-350000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,981000000.0,593000000.0,381000000.0,-291000000.0
Total Revenue,47049000000.0,43185000000.0,42405000000.0,40052000000.0
Total Operating Expenses,42294000000.0,39451000000.0,39550000000.0,36900000000.0
Cost Of Revenue,40188000000.0,37284000000.0,37342000000.0,34855000000.0
Total Other Income Expense Net,-714000000.0,-1070000000.0,-481000000.0,-470000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3060000000.0,2071000000.0,1993000000.0,2973000000.0
Net Income Applicable To Common Shares,3047000000.0,2061000000.0,1980000000.0,2970000000.0
