,2021-08-31,2020-08-31,2019-08-31,2018-08-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2622000000.0,476000000.0,4367000000.0,6029000000.0
Minority Interest,721000000.0,498000000.0,641000000.0,682000000.0
Net Income,2542000000.0,456000000.0,3982000000.0,5024000000.0
Selling General Administrative,24403000000.0,23139000000.0,23339000000.0,24638000000.0
Gross Profit,28067000000.0,26077000000.0,28159000000.0,30792000000.0
Ebit,3664000000.0,2938000000.0,4820000000.0,6154000000.0
Operating Income,3664000000.0,2938000000.0,4820000000.0,6154000000.0
Other Operating Expenses,,,,
Interest Expense,-502000000.0,-584000000.0,-676000000.0,-577000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,667000000.0,339000000.0,577000000.0,998000000.0
Total Revenue,132509000000.0,121982000000.0,120074000000.0,131537000000.0
Total Operating Expenses,128845000000.0,119044000000.0,115254000000.0,125383000000.0
Cost Of Revenue,104442000000.0,95905000000.0,91915000000.0,100745000000.0
Total Other Income Expense Net,-1042000000.0,-2462000000.0,-453000000.0,-125000000.0
Discontinued Operations,548000000.0,277000000.0,166000000.0,166000000.0
Net Income From Continuing Ops,1955000000.0,137000000.0,3790000000.0,5031000000.0
Net Income Applicable To Common Shares,2542000000.0,456000000.0,3982000000.0,5024000000.0
