,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1996300000.0,1402500000.0,1940300000.0,1933200000.0
Minority Interest,848800000.0,702200000.0,727100000.0,804100000.0
Net Income,1407800000.0,945400000.0,1339100000.0,1326400000.0
Selling General Administrative,379700000.0,360500000.0,405900000.0,453200000.0
Gross Profit,2703900000.0,2315000000.0,2706500000.0,2764400000.0
Ebit,2112100000.0,1731900000.0,2069100000.0,2047200000.0
Operating Income,2112100000.0,1731900000.0,2069100000.0,2047200000.0
Other Operating Expenses,,,,
Interest Expense,-201100000.0,-183800000.0,-191100000.0,-209100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,488700000.0,381700000.0,504400000.0,492700000.0
Total Revenue,14289400000.0,13171100000.0,14953700000.0,15290200000.0
Total Operating Expenses,12177300000.0,11439200000.0,12884600000.0,13243000000.0
Cost Of Revenue,11585500000.0,10856100000.0,12247200000.0,12525800000.0
Total Other Income Expense Net,-115800000.0,-329400000.0,-128800000.0,-114000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1507600000.0,1020800000.0,1435900000.0,1440500000.0
Net Income Applicable To Common Shares,1407800000.0,945400000.0,1339100000.0,1326400000.0
